id_vendita,data,id_prodotto,id_farmacia,quantità,prezzo_unitario,id_cliente
168,11/07/2024,35,4,4,15.15,71
169,13-07-2023,8,1,7,37.58,5
170,2023-09-04,5,1,10,24.72,181
171,2023-02-19,3,4,8,10.26,199
172,2023-02-27,33,3,4,29.8,82
173,14-08-2024,21,2,5,39.46,134
174,15/08/2023,20,3,1,24.48,189
175,29-06-2023,28,5,8,15.09,165
176,18/11/2024,34,3,7,13.4,48
177,04/07/2024,16,2,5,7.49,119
178,01-03-2023,27,4,9,16.76,66
179,28/07/2023,6,4,6,29.53,49
180,22/02/2023,25,5,10,4.77,195
181,24-08-2024,36,2,8,36.47,78
182,2023-01-16,13,1,8,28.43,181
183,29/07/2023,16,5,6,16.47,137
184,26/10/2024,20,3,6,20.9,26
185,25/04/2024,14,3,6,23.38,57
186,2023-05-30,17,5,10,17.87,40
187,20/07/2023,15,4,10,20.97,168
188,02/12/2024,17,4,8,29.85,91
189,2023-06-23,35,4,3,22.6,165
190,02-03-2023,3,1,1,17.67,162
191,2023-08-25,10,1,4,16.18,159
192,15-10-2024,40,4,8,,137
193,18/07/2024,1,1,9,22.36,74
194,18-01-2023,28,2,2,21.93,62
195,16-07-2023,34,3,6,17.08,96
196,20/02/2024,37,2,4,33.47,21
197,31-10-2024,3,1,7,23.0,15
198,2024-10-14,11,1,8,26.51,85
199,2024-08-02,34,1,4,34.99,146
200,01/05/2024,3,1,5,23.41,9
201,03/07/2023,2,2,10,33.19,102
202,20/03/2023,11,5,4,34.28,174
203,07/07/2024,25,2,2,39.02,14
204,11/04/2023,15,1,6,25.33,153
205,11/02/2024,2,3,8,15.52,97
206,2024-03-18,38,4,2,13.22,64
207,2024-12-31,6,3,3,31.79,40
208,03/02/2024,24,1,2,,79
209,31/03/2024,18,1,3,18.38,143
210,22-07-2024,27,1,1,23.06,153
211,04/09/2024,25,1,5,31.61,186
212,2024-07-26,37,5,3,8.44,69
213,05/11/2023,32,2,2,12.49,77
214,2024-05-10,24,3,4,20.84,158
215,20/07/2023,7,2,5,,102
216,07-12-2023,25,3,8,32.99,167
217,2024-08-31,20,3,10,9.63,81
218,01/07/2023,21,3,8,31.72,84
219,21/01/2024,26,3,2,9.59,140
220,04-07-2023,36,1,8,9.97,75
221,2024-12-10,27,4,3,11.2,169
222,07-06-2023,28,4,2,24.72,150
223,15-02-2024,33,4,9,38.8,180
224,03-07-2024,6,1,4,15.49,166
225,2024-09-19,37,4,6,18.36,3
226,11/04/2023,15,5,9,28.13,57
227,01/04/2024,26,4,10,7.73,7
228,2024-05-09,19,4,2,37.75,37
229,23/12/2023,22,4,4,15.24,25
230,24-03-2024,29,3,2,32.79,30
231,24/01/2023,7,2,4,22.97,85
232,27/07/2024,30,2,7,9.08,169
233,18/03/2024,2,5,4,18.32,2
234,2024-12-22,14,3,2,32.38,138
235,11/07/2023,21,2,8,27.49,126
236,24-06-2024,21,5,7,24.31,90
237,27/12/2023,40,2,5,24.43,173
238,18/05/2023,8,2,5,16.19,37
239,07/06/2024,27,5,3,18.08,125
240,12-10-2024,12,5,3,7.33,81
241,06-04-2024,4,3,1,9.41,99
242,29-07-2024,32,4,8,33.92,126
243,2023-06-21,37,1,4,12.44,138
244,2023-10-23,30,5,8,6.3,30
245,02-10-2023,24,5,1,18.77,56
246,2024-03-11,16,3,1,15.25,23
247,2024-03-25,16,2,10,34.72,157
248,09/10/2024,11,5,3,32.91,16
249,06/08/2024,35,3,10,14.3,181
250,27/10/2023,37,3,9,27.81,25
251,19/05/2023,4,3,3,7.04,38
252,29/12/2024,16,4,8,26.03,161
253,29/02/2024,29,1,2,30.49,178
254,13/01/2024,32,3,10,,199
255,06-04-2023,30,3,2,17.11,110
256,05/08/2023,18,3,5,23.96,145
257,11/05/2024,4,1,2,33.79,5
258,2023-05-08,29,4,1,18.26,177
259,16-05-2023,20,2,5,15.7,22
260,16-01-2024,11,1,7,29.59,194
261,28/08/2023,6,1,1,4.96,152
262,20-08-2023,29,1,1,33.05,109
263,2024-12-11,31,1,4,29.77,27
264,16/04/2023,24,3,3,32.91,35
265,18-10-2024,10,1,9,25.19,43
266,26/03/2024,14,2,7,18.81,56
267,2023-03-30,9,1,10,15.36,110
268,2023-11-19,16,3,2,24.84,185
269,14/09/2024,2,3,4,21.36,192
270,06/02/2024,4,2,8,11.16,164
271,2024-08-31,34,1,6,7.02,146
272,06/03/2024,35,2,8,31.27,5
273,2024-08-24,1,3,4,4.3,102
274,02/06/2024,33,4,7,5.13,138
275,04-07-2024,10,3,2,21.43,53
276,09-06-2023,21,4,10,33.71,175
277,2024-10-20,20,4,4,5.28,112
278,29/04/2023,40,5,1,30.18,190
279,2023-06-29,1,2,1,38.21,134
280,13-06-2024,17,2,6,31.68,69
281,2023-05-01,22,4,5,11.99,148
282,2024-10-04,32,4,9,20.99,146
283,20/06/2023,11,3,2,27.62,30
284,22-08-2023,33,1,1,2.47,12
285,28/04/2024,25,2,3,34.58,142
286,02/11/2024,15,3,4,29.37,70
287,21-03-2023,24,1,9,4.0,58
288,2024-06-12,26,1,8,31.39,80
289,2023-12-02,36,4,1,13.08,78
290,2024-09-29,30,3,10,39.92,199
291,20-07-2023,35,2,3,,105
292,2023-01-25,35,3,1,2.06,169
293,21-01-2024,20,1,4,11.05,126
294,2023-03-03,18,1,1,36.1,134
295,27-02-2024,24,4,2,21.21,164
296,2024-02-08,38,5,1,38.64,61
297,26/10/2023,21,4,6,12.33,20
298,2023-07-27,38,1,3,19.08,81
299,2024-02-21,35,3,4,19.61,31
300,2023-04-03,20,5,1,34.55,38
301,04-04-2023,16,3,7,27.73,67
302,2023-06-28,26,4,9,11.49,119
303,2023-04-15,8,1,1,39.34,34
304,22/07/2023,24,1,10,36.86,20
305,2023-01-23,13,4,3,34.2,85
306,2023-05-06,30,1,3,18.46,186
307,09/02/2024,2,4,7,10.16,48
308,09/10/2023,29,2,1,25.45,166
309,30/10/2023,27,5,8,12.63,36
310,2024-03-05,34,2,9,39.6,183
311,03/01/2024,35,4,6,21.09,100
312,2023-10-04,2,3,10,36.04,200
313,2023-10-15,31,5,6,39.99,41
314,2023-04-13,16,3,9,36.86,15
315,13-08-2023,25,3,3,24.52,189
316,15/12/2024,38,1,6,23.42,145
317,12/07/2023,35,3,3,5.43,60
318,2024-09-08,2,5,8,,158
319,2023-07-26,22,2,6,7.61,181
320,2023-05-26,34,3,2,37.79,102
321,2024-08-23,22,3,6,7.99,112
322,16/10/2024,21,2,9,37.3,92
323,17-08-2023,38,2,7,28.16,33
324,01-07-2023,1,5,7,31.29,146
325,2023-02-03,39,3,10,23.49,128
326,25/05/2023,5,2,6,8.38,23
327,26-12-2024,22,4,1,11.48,18
328,25/12/2023,7,1,1,29.84,43
329,28/02/2024,25,3,9,33.49,148
330,28-10-2024,15,2,8,34.14,76
331,21/01/2023,17,1,2,35.74,42
332,18-03-2023,6,3,10,35.94,181
333,01/02/2023,11,5,7,5.85,53
334,14/07/2023,36,5,5,13.3,25
335,20/02/2023,37,5,8,15.71,110
336,31/03/2023,39,4,4,9.86,164
337,2023-10-26,31,1,5,19.9,170
338,2023-09-29,35,4,3,16.49,48
339,2024-04-01,17,4,8,33.81,145
340,2023-03-05,7,1,6,17.73,194
341,2024-08-26,36,1,7,17.91,138
342,04/12/2024,37,2,8,17.0,183
343,05-02-2023,37,5,10,25.57,31
344,2024-04-04,11,2,4,18.09,175
345,2024-03-21,10,5,5,29.63,18
346,31/03/2023,36,4,9,12.5,118
347,13-01-2023,40,5,9,6.28,39
348,01-06-2023,38,5,2,23.38,26
349,20-10-2023,23,4,5,20.45,156
350,2024-04-29,12,3,7,25.13,178
351,2024-02-16,26,3,4,20.06,69
352,2024-01-17,22,3,5,20.68,179
353,2024-12-02,15,2,5,18.84,83
354,03-10-2023,27,5,2,10.03,105
355,11-05-2024,24,1,9,4.49,182
356,02/06/2024,9,5,10,,50
357,2023-07-25,16,1,8,15.69,51
358,08/10/2023,30,5,7,6.71,8
359,05/09/2023,32,5,8,35.08,151
360,18/07/2024,23,2,5,28.18,73
361,29/01/2023,4,2,10,10.14,57
362,2024-10-24,14,3,7,34.86,197
363,2024-11-29,31,2,3,2.32,65
364,14/09/2024,18,4,7,19.44,56
365,22/04/2024,34,5,7,2.28,170
366,19-01-2024,39,5,5,6.11,17
367,11/12/2023,21,3,5,38.18,167
368,2023-11-02,10,5,4,32.61,154
369,18-02-2024,21,2,1,39.9,67
370,04/03/2024,25,1,10,23.74,49
371,18-12-2023,15,5,8,27.53,130
372,2023-11-04,36,2,5,6.86,67
373,2024-07-26,22,1,4,30.28,79
374,06/03/2024,24,3,10,34.35,121
375,24-02-2023,38,5,10,35.8,129
376,03-05-2023,25,5,5,35.09,39
377,2023-05-21,22,4,10,39.49,37
378,20-11-2023,12,1,8,39.49,81
379,2024-10-11,1,4,5,31.39,148
380,12/06/2023,6,2,10,18.32,110
381,03/05/2024,1,1,9,16.18,4
382,26-11-2023,13,1,1,11.46,178
383,19/12/2023,9,1,7,13.63,17
384,16/02/2023,19,4,9,14.84,176
385,18/05/2023,32,3,4,36.46,104
386,2023-01-20,15,2,4,24.41,44
387,07/05/2023,3,4,5,25.68,153
388,19-02-2023,7,1,1,17.84,98
389,07-05-2023,17,4,3,28.06,3
390,05/11/2023,7,5,5,28.63,108
391,18-04-2023,40,1,5,6.04,51
392,2024-09-15,17,5,4,17.57,42
393,10-02-2023,32,2,8,2.1,172
394,2023-04-02,37,4,3,31.62,20
395,14/04/2023,15,4,5,3.9,45
396,10/02/2023,24,3,7,5.61,195
397,2023-02-16,9,2,6,18.63,160
398,02-10-2023,6,3,6,17.23,117
399,06/10/2023,31,4,3,28.45,16
400,2023-06-13,27,5,8,27.78,47
401,17/09/2024,23,5,1,35.44,187
402,14/05/2023,32,1,7,4.41,168
403,2023-11-18,34,5,10,38.32,87
404,15-06-2024,40,1,7,11.45,89
405,10-11-2024,25,2,9,25.29,3
406,2024-10-20,33,4,8,4.84,126
407,2023-11-25,22,3,1,22.92,97
408,2024-02-17,6,4,8,19.03,128
409,02/04/2024,8,4,1,17.67,143
410,2024-07-16,6,5,10,35.82,144
411,31-07-2023,30,3,6,33.03,117
412,06-12-2023,40,5,8,15.81,116
413,2023-04-27,15,1,6,26.08,75
414,14-07-2024,24,1,1,20.71,184
415,2024-02-24,17,5,4,37.35,101
416,09/08/2023,13,3,2,3.77,163
417,19-11-2024,8,4,8,38.34,35
418,2024-05-25,34,1,9,33.88,124
419,2024-06-04,38,2,3,26.99,156
420,26-11-2023,25,4,10,30.97,71
421,12/02/2024,19,4,3,24.9,192
422,08/06/2024,36,3,9,9.63,160
423,25-10-2023,23,2,3,28.38,83
424,2024-12-28,23,5,8,37.82,182
425,03-03-2024,35,3,7,21.86,7
426,2024-01-26,4,1,4,31.85,74
427,30/11/2024,10,1,5,22.56,92
428,2024-04-08,40,5,4,23.33,61
429,07-06-2024,19,1,7,38.35,176
430,17-11-2023,4,1,5,35.02,114
431,19-08-2023,24,5,9,9.47,186
432,18/07/2023,29,2,2,8.6,132
433,03/05/2023,3,4,5,6.94,150
434,2023-09-19,22,4,3,37.29,153
435,22-02-2023,40,3,8,22.91,19
436,25/12/2024,34,2,3,31.88,41
437,01-03-2024,35,4,2,35.57,170
438,06/12/2023,24,3,4,25.49,122
439,28-07-2024,1,1,6,36.37,158
440,2024-09-28,3,3,7,37.91,99
441,20-09-2023,19,1,9,16.25,131
442,01/04/2024,3,3,4,5.13,25
443,21-06-2023,35,1,2,25.92,55
444,02/12/2024,7,2,9,35.39,190
445,21-03-2024,5,2,1,14.61,23
446,2023-03-17,12,3,9,33.22,67
447,22/02/2024,29,4,7,16.8,31
448,2024-07-01,40,1,10,34.23,92
449,2024-05-29,19,3,10,31.08,113
450,26/01/2024,2,4,3,7.18,101
451,12/07/2024,10,3,6,2.42,143
452,2023-05-25,3,1,10,22.41,22
453,2023-11-09,23,2,7,34.36,37
454,2023-06-14,15,5,5,8.89,146
455,25-02-2023,30,5,2,4.56,26
456,22-07-2023,38,4,6,27.51,61
457,13/04/2023,40,1,4,19.12,158
458,06/11/2024,38,2,10,32.69,110
459,2023-06-22,21,2,4,26.35,71
460,2024-01-04,22,4,8,31.44,125
461,2024-07-18,12,5,2,34.63,36
462,2024-07-05,17,1,2,34.28,162
463,01-02-2023,38,4,10,3.39,67
464,10-07-2024,31,2,6,35.87,151
465,2023-10-25,30,5,9,15.83,3
466,2024-11-09,40,2,9,8.05,145
467,02-08-2024,10,4,6,30.94,60
468,06/03/2023,24,2,1,21.68,93
469,02/02/2024,30,1,1,14.31,181
470,17-06-2024,18,3,10,8.61,168
471,23/01/2024,38,1,9,38.96,58
472,12/06/2024,23,3,8,35.71,2
473,2024-05-28,29,2,4,26.45,55
474,2023-06-03,11,3,10,6.5,59
475,29/02/2024,8,4,8,24.45,166
476,2024-02-25,16,1,3,8.12,162
477,2024-06-08,37,2,1,37.05,133
478,20-02-2024,37,1,5,10.23,156
479,27/04/2024,11,2,7,32.2,197
480,06-07-2023,33,3,3,15.02,117
481,02-09-2024,5,2,7,6.13,52
482,19-06-2024,27,2,10,20.08,158
483,2024-09-06,35,5,2,27.06,155
484,2024-07-06,28,5,7,3.65,136
485,2024-03-15,31,4,6,30.17,195
486,14-12-2024,7,4,3,31.1,22
487,18-10-2023,35,4,5,28.95,2
488,14-08-2024,8,5,1,9.81,81
489,23/02/2024,7,2,7,11.64,138
490,09-03-2024,24,5,5,17.1,53
491,28-02-2024,36,4,3,23.09,65
492,11-11-2023,23,4,3,27.05,192
493,24/08/2023,11,1,4,31.87,141
494,20-09-2024,4,2,7,2.2,24
495,29/05/2023,39,4,2,10.43,21
496,2024-09-15,25,4,10,12.89,153
497,2023-02-28,32,4,1,26.96,133
498,2023-10-20,3,5,9,10.8,44
499,2024-11-21,24,2,1,5.3,71
500,14/02/2024,26,4,10,2.58,181
501,2023-03-12,36,3,9,15.23,71
502,20-08-2023,13,4,7,11.92,105
503,2024-06-02,36,1,9,37.99,132
504,21-09-2023,37,3,8,23.4,198
505,07/09/2023,30,4,10,20.31,67
506,11/03/2023,15,2,6,15.42,138
507,10-01-2023,17,2,5,27.6,88
508,19-03-2023,12,4,6,35.98,69
509,07-07-2023,13,4,4,11.2,68
510,2023-07-31,13,2,10,31.6,31
511,22-03-2023,32,5,1,22.58,11
512,08/05/2024,40,3,8,35.48,148
513,09/10/2023,12,5,5,30.51,33
514,25-02-2023,28,4,9,15.2,176
515,28/06/2023,8,5,8,2.32,173
516,04/08/2023,38,1,6,34.75,48
517,15/07/2024,16,3,8,15.04,48
518,25/05/2024,14,4,6,17.22,116
519,04-07-2023,9,5,4,29.39,61
520,22/07/2024,25,2,3,30.06,122
521,2023-01-10,27,4,3,34.28,133
522,30-06-2024,21,4,5,34.62,13
523,2024-02-12,11,1,4,20.11,162
524,09/04/2023,22,3,6,23.18,66
525,2023-12-19,27,1,6,38.6,51
526,13-08-2024,35,2,5,27.58,125
527,2024-04-02,25,5,5,38.35,43
528,17/10/2024,27,5,10,36.47,21
529,15/06/2023,15,3,6,29.0,155
530,22/10/2024,18,4,6,21.8,116
531,2024-02-28,12,1,3,27.16,191
532,18-12-2024,6,2,3,5.63,122
533,2024-07-15,2,4,9,5.16,68
534,2024-09-24,6,4,5,30.03,114
535,2024-10-03,9,5,3,,170
536,01/01/2024,31,4,9,22.84,35
537,15-12-2024,12,5,10,30.46,145
538,21-03-2024,35,3,6,10.63,23
539,28/03/2024,24,4,5,2.4,134
540,20/05/2023,19,4,9,,126
541,03/05/2024,1,4,5,32.28,141
542,2024-01-18,27,5,7,8.2,189
543,23/10/2024,25,2,5,25.76,133
544,19-09-2024,18,3,9,17.69,18
545,2023-07-06,19,1,8,12.34,160
546,2024-05-18,21,1,3,22.33,48
547,15/04/2023,18,2,8,10.85,39
548,16/01/2023,14,3,7,32.38,96
549,19-04-2024,3,3,2,38.16,15
550,30/09/2023,5,5,8,36.04,65
551,2024-01-26,8,2,7,18.83,189
552,2023-02-04,30,1,9,9.92,100
553,28/11/2024,21,2,1,22.88,32
554,17/09/2023,20,2,6,34.82,56
555,2023-04-26,28,3,1,12.49,31
556,2024-02-10,1,1,10,20.06,153
557,08/06/2023,6,2,3,28.07,87
558,2024-10-02,4,3,3,32.08,33
559,2024-05-14,21,5,6,18.67,50
560,22-01-2023,25,3,3,3.5,181
561,24-03-2024,19,5,8,9.09,90
562,28-11-2023,30,3,10,23.07,18
563,2024-06-27,29,3,5,19.26,199
564,15-10-2024,25,2,1,15.83,159
565,02/09/2023,5,5,7,27.96,197
566,2024-07-18,40,3,6,14.24,25
567,19-06-2024,5,1,3,3.19,28
568,2024-05-12,7,1,10,16.77,126
569,22-06-2024,38,3,1,25.03,19
570,2023-01-14,32,1,8,4.31,143
571,01/03/2024,4,5,5,29.9,78
572,2023-03-21,34,1,2,22.2,49
573,17-07-2023,16,5,3,23.21,192
574,19-04-2023,37,3,8,18.23,27
575,2023-06-20,36,4,9,8.01,154
576,29/03/2024,21,5,6,17.67,163
577,16-03-2024,21,5,4,10.13,197
578,17-07-2024,17,3,8,17.09,186
579,05/02/2023,39,1,9,35.83,2
580,2023-11-04,14,3,1,37.85,71
581,20-07-2024,36,5,10,3.43,92
582,2023-06-09,17,3,10,11.74,77
583,05-04-2023,26,5,4,29.5,124
584,27/06/2023,37,1,10,3.42,148
585,2024-01-26,4,3,6,18.5,31
586,21-08-2023,39,1,7,21.93,82
587,06-07-2024,10,3,9,7.82,173
588,07/02/2024,39,5,9,18.41,101
589,2023-06-01,22,1,8,3.87,103
590,2023-09-26,26,5,7,6.95,35
591,07-05-2024,13,4,7,9.45,158
592,2024-06-20,16,1,5,14.29,148
593,2023-04-02,27,4,6,14.19,153
594,2024-11-02,20,2,6,39.63,114
595,2024-09-30,29,1,4,16.21,194
596,2023-03-29,4,2,10,35.01,74
597,15/01/2023,8,3,8,14.61,190
598,2024-07-04,14,5,9,22.85,160
599,25-05-2023,2,4,10,22.02,66
600,2023-06-24,19,2,10,19.67,3
601,10/03/2023,18,3,2,,167
602,2024-01-31,25,5,2,20.42,153
603,2024-06-28,12,2,9,23.31,183
604,2023-01-23,16,5,5,16.95,41
605,19/01/2023,23,3,5,39.17,129
606,2023-10-10,17,4,1,38.07,58
607,05/06/2023,26,2,2,21.79,174
608,19-09-2024,15,4,4,18.21,80
609,11/09/2024,29,5,3,7.27,139
610,2024-12-01,9,3,9,18.34,198
611,29-05-2023,37,2,6,22.25,185
612,2023-05-02,21,2,1,35.45,106
613,26/02/2024,29,3,3,6.06,48
614,27-01-2023,40,3,10,10.77,60
615,25-08-2023,2,3,2,20.11,129
616,11/09/2024,24,2,7,7.23,50
617,2023-08-20,27,1,5,10.46,172
618,2023-07-27,5,2,8,20.62,84
619,2024-04-13,28,4,1,33.32,185
620,17/11/2023,40,5,10,26.37,181
621,09-02-2023,7,4,8,3.61,63
622,15-06-2024,26,1,9,31.08,13
623,14/07/2023,29,4,5,12.86,43
624,08/03/2024,40,1,9,19.62,166
625,2024-04-07,33,1,3,37.64,179
626,2024-07-13,26,4,6,8.8,152
627,2024-12-30,30,1,5,26.65,183
628,17-06-2023,8,1,2,26.09,22
629,20-06-2024,25,5,10,16.39,98
630,2023-02-14,22,5,3,7.5,197
631,2024-12-30,27,3,5,38.52,74
632,2024-10-03,8,2,4,,196
633,2023-09-17,30,4,8,2.22,127
634,2023-09-01,38,4,8,5.02,154
635,2023-01-07,36,3,10,33.16,54
636,2023-02-20,10,1,6,34.45,171
637,14-08-2024,20,3,2,17.84,46
638,15-06-2023,19,5,10,23.36,117
639,15/08/2024,3,1,5,36.11,18
640,13-03-2024,5,3,8,28.4,71
641,04-12-2023,27,5,4,25.26,28
642,08-08-2024,34,1,8,24.98,181
643,22/10/2023,39,3,5,39.81,91
644,13-05-2023,37,4,9,20.91,47
645,2024-09-16,19,2,1,19.67,31
646,01-08-2023,27,4,1,23.3,164
647,2023-08-06,13,3,5,13.7,130
648,17/07/2024,1,1,6,29.53,158
649,2023-01-30,13,3,6,20.21,122
650,06-02-2023,9,4,3,35.9,138
651,10/12/2023,27,1,9,29.55,81
652,22-07-2024,2,2,10,32.38,91
653,2023-03-09,18,1,6,25.81,43
654,07-08-2024,25,2,10,31.73,79
655,23/12/2024,3,3,7,35.33,96
656,07/04/2024,14,5,5,16.22,10
657,2023-07-26,29,5,1,36.39,40
658,14/07/2023,31,5,5,7.45,26
659,12-06-2024,9,2,1,29.12,134
660,2023-04-29,20,1,10,14.67,12
661,16-04-2023,20,1,10,26.28,54
662,2023-11-25,13,3,5,31.37,172
663,01/05/2023,10,2,5,38.42,144
664,2024-06-10,14,5,6,12.3,181
665,18-10-2023,16,2,2,35.91,139
