source,record_key,field,reason,raw_record
bronze_vendite_raw,550,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""30/09/2023"", ""id_cliente"": ""65"", ""id_farmacia"": ""5"", ""id_prodotto"": ""5"", ""id_vendita"": ""550"", ""prezzo_unitario"": ""36.04"", ""quantita"": ""8""}"
bronze_vendite_raw,565,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""02/09/2023"", ""id_cliente"": ""197"", ""id_farmacia"": ""5"", ""id_prodotto"": ""5"", ""id_vendita"": ""565"", ""prezzo_unitario"": ""27.96"", ""quantita"": ""7""}"
bronze_vendite_raw,567,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""19-06-2024"", ""id_cliente"": ""28"", ""id_farmacia"": ""1"", ""id_prodotto"": ""5"", ""id_vendita"": ""567"", ""prezzo_unitario"": ""3.19"", ""quantita"": ""3""}"
bronze_vendite_raw,591,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""07-05-2024"", ""id_cliente"": ""158"", ""id_farmacia"": ""4"", ""id_prodotto"": ""13"", ""id_vendita"": ""591"", ""prezzo_unitario"": ""9.45"", ""quantita"": ""7""}"
bronze_vendite_raw,601,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""10/03/2023"", ""id_cliente"": ""167"", ""id_farmacia"": ""3"", ""id_prodotto"": ""18"", ""id_vendita"": ""601"", ""prezzo_unitario"": null, ""quantita"": ""2""}"
bronze_vendite_raw,618,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""2023-07-27"", ""id_cliente"": ""84"", ""id_farmacia"": ""2"", ""id_prodotto"": ""5"", ""id_vendita"": ""618"", ""prezzo_unitario"": ""20.62"", ""quantita"": ""8""}"
bronze_vendite_raw,632,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2024-10-03"", ""id_cliente"": ""196"", ""id_farmacia"": ""2"", ""id_prodotto"": ""8"", ""id_vendita"": ""632"", ""prezzo_unitario"": null, ""quantita"": ""4""}"
bronze_vendite_raw,640,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""13-03-2024"", ""id_cliente"": ""71"", ""id_farmacia"": ""3"", ""id_prodotto"": ""5"", ""id_vendita"": ""640"", ""prezzo_unitario"": ""28.4"", ""quantita"": ""8""}"
bronze_vendite_raw,647,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""2023-08-06"", ""id_cliente"": ""130"", ""id_farmacia"": ""3"", ""id_prodotto"": ""13"", ""id_vendita"": ""647"", ""prezzo_unitario"": ""13.7"", ""quantita"": ""5""}"
bronze_vendite_raw,649,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""2023-01-30"", ""id_cliente"": ""122"", ""id_farmacia"": ""3"", ""id_prodotto"": ""13"", ""id_vendita"": ""649"", ""prezzo_unitario"": ""20.21"", ""quantita"": ""6""}"
bronze_vendite_raw,662,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""2023-11-25"", ""id_cliente"": ""172"", ""id_farmacia"": ""3"", ""id_prodotto"": ""13"", ""id_vendita"": ""662"", ""prezzo_unitario"": ""31.37"", ""quantita"": ""5""}"
bronze_vendite_raw,677,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""2023-08-30"", ""id_cliente"": ""84"", ""id_farmacia"": ""5"", ""id_prodotto"": ""5"", ""id_vendita"": ""677"", ""prezzo_unitario"": ""24.65"", ""quantita"": ""8""}"
bronze_vendite_raw,681,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""14/08/2024"", ""id_cliente"": ""174"", ""id_farmacia"": ""2"", ""id_prodotto"": ""13"", ""id_vendita"": ""681"", ""prezzo_unitario"": ""32.19"", ""quantita"": ""6""}"
bronze_vendite_raw,682,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""08/11/2023"", ""id_cliente"": ""131"", ""id_farmacia"": ""1"", ""id_prodotto"": ""23"", ""id_vendita"": ""682"", ""prezzo_unitario"": null, ""quantita"": ""10""}"
bronze_vendite_raw,710,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""17-11-2023"", ""id_cliente"": ""26"", ""id_farmacia"": ""1"", ""id_prodotto"": ""1"", ""id_vendita"": ""710"", ""prezzo_unitario"": null, ""quantita"": ""2""}"
bronze_vendite_raw,722,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""22/03/2024"", ""id_cliente"": ""177"", ""id_farmacia"": ""5"", ""id_prodotto"": ""5"", ""id_vendita"": ""722"", ""prezzo_unitario"": null, ""quantita"": ""4""}"
bronze_vendite_raw,725,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""24-10-2023"", ""id_cliente"": ""49"", ""id_farmacia"": ""2"", ""id_prodotto"": ""13"", ""id_vendita"": ""725"", ""prezzo_unitario"": ""16.6"", ""quantita"": ""9""}"
bronze_vendite_raw,738,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2023-05-17"", ""id_cliente"": ""125"", ""id_farmacia"": ""4"", ""id_prodotto"": ""40"", ""id_vendita"": ""738"", ""prezzo_unitario"": null, ""quantita"": ""3""}"
bronze_vendite_raw,742,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""01-04-2023"", ""id_cliente"": ""61"", ""id_farmacia"": ""3"", ""id_prodotto"": ""20"", ""id_vendita"": ""742"", ""prezzo_unitario"": null, ""quantita"": ""7""}"
bronze_vendite_raw,748,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""2024-06-11"", ""id_cliente"": ""51"", ""id_farmacia"": ""2"", ""id_prodotto"": ""5"", ""id_vendita"": ""748"", ""prezzo_unitario"": ""14.39"", ""quantita"": ""8""}"
bronze_vendite_raw,769,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""2023-10-11"", ""id_cliente"": ""32"", ""id_farmacia"": ""3"", ""id_prodotto"": ""5"", ""id_vendita"": ""769"", ""prezzo_unitario"": ""21.06"", ""quantita"": ""6""}"
bronze_vendite_raw,771,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""2024-12-10"", ""id_cliente"": ""74"", ""id_farmacia"": ""4"", ""id_prodotto"": ""13"", ""id_vendita"": ""771"", ""prezzo_unitario"": ""36.12"", ""quantita"": ""2""}"
bronze_vendite_raw,785,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2023-02-11"", ""id_cliente"": ""159"", ""id_farmacia"": ""1"", ""id_prodotto"": ""36"", ""id_vendita"": ""785"", ""prezzo_unitario"": null, ""quantita"": ""5""}"
bronze_vendite_raw,793,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2023-12-10"", ""id_cliente"": ""164"", ""id_farmacia"": ""4"", ""id_prodotto"": ""38"", ""id_vendita"": ""793"", ""prezzo_unitario"": null, ""quantita"": ""2""}"
bronze_vendite_raw,800,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2024-12-11"", ""id_cliente"": ""67"", ""id_farmacia"": ""5"", ""id_prodotto"": ""24"", ""id_vendita"": ""800"", ""prezzo_unitario"": null, ""quantita"": ""10""}"
bronze_vendite_raw,824,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2023-07-13"", ""id_cliente"": ""173"", ""id_farmacia"": ""3"", ""id_prodotto"": ""31"", ""id_vendita"": ""824"", ""prezzo_unitario"": null, ""quantita"": ""3""}"
bronze_vendite_raw,827,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""08/03/2023"", ""id_cliente"": ""32"", ""id_farmacia"": ""3"", ""id_prodotto"": ""13"", ""id_vendita"": ""827"", ""prezzo_unitario"": ""39.65"", ""quantita"": ""4""}"
bronze_vendite_raw,834,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""25-09-2023"", ""id_cliente"": ""196"", ""id_farmacia"": ""5"", ""id_prodotto"": ""22"", ""id_vendita"": ""834"", ""prezzo_unitario"": null, ""quantita"": ""9""}"
bronze_vendite_raw,843,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""09/03/2023"", ""id_cliente"": ""84"", ""id_farmacia"": ""3"", ""id_prodotto"": ""8"", ""id_vendita"": ""843"", ""prezzo_unitario"": null, ""quantita"": ""3""}"
bronze_vendite_raw,884,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""17-10-2023"", ""id_cliente"": ""75"", ""id_farmacia"": ""4"", ""id_prodotto"": ""13"", ""id_vendita"": ""884"", ""prezzo_unitario"": ""7.55"", ""quantita"": ""3""}"
bronze_vendite_raw,922,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""17-01-2023"", ""id_cliente"": ""62"", ""id_farmacia"": ""1"", ""id_prodotto"": ""13"", ""id_vendita"": ""922"", ""prezzo_unitario"": ""7.52"", ""quantita"": ""4""}"
bronze_vendite_raw,953,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""16-11-2023"", ""id_cliente"": ""139"", ""id_farmacia"": ""2"", ""id_prodotto"": ""22"", ""id_vendita"": ""953"", ""prezzo_unitario"": null, ""quantita"": ""1""}"
bronze_vendite_raw,1016,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""24/09/2024"", ""id_cliente"": ""99"", ""id_farmacia"": ""5"", ""id_prodotto"": ""15"", ""id_vendita"": ""1016"", ""prezzo_unitario"": null, ""quantita"": ""10""}"
bronze_vendite_raw,1019,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""11-03-2023"", ""id_cliente"": ""108"", ""id_farmacia"": ""5"", ""id_prodotto"": ""13"", ""id_vendita"": ""1019"", ""prezzo_unitario"": ""11.74"", ""quantita"": ""3""}"
bronze_vendite_raw,1034,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""30/09/2024"", ""id_cliente"": ""49"", ""id_farmacia"": ""1"", ""id_prodotto"": ""5"", ""id_vendita"": ""1034"", ""prezzo_unitario"": ""6.97"", ""quantita"": ""3""}"
bronze_vendite_raw,1062,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""04/03/2024"", ""id_cliente"": ""111"", ""id_farmacia"": ""4"", ""id_prodotto"": ""5"", ""id_vendita"": ""1062"", ""prezzo_unitario"": ""9.82"", ""quantita"": ""4""}"
bronze_vendite_raw,1064,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""29-05-2024"", ""id_cliente"": ""37"", ""id_farmacia"": ""3"", ""id_prodotto"": ""30"", ""id_vendita"": ""1064"", ""prezzo_unitario"": null, ""quantita"": ""4""}"
bronze_vendite_raw,1070,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""04/07/2024"", ""id_cliente"": ""32"", ""id_farmacia"": ""2"", ""id_prodotto"": ""5"", ""id_vendita"": ""1070"", ""prezzo_unitario"": ""30.95"", ""quantita"": ""8""}"
bronze_vendite_raw,1081,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""15/01/2023"", ""id_cliente"": ""171"", ""id_farmacia"": ""1"", ""id_prodotto"": ""13"", ""id_vendita"": ""1081"", ""prezzo_unitario"": ""5.67"", ""quantita"": ""4""}"
bronze_vendite_raw,1083,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""29-07-2024"", ""id_cliente"": ""110"", ""id_farmacia"": ""5"", ""id_prodotto"": ""13"", ""id_vendita"": ""1083"", ""prezzo_unitario"": ""17.01"", ""quantita"": ""4""}"
bronze_vendite_raw,1089,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""22-11-2023"", ""id_cliente"": ""150"", ""id_farmacia"": ""1"", ""id_prodotto"": ""31"", ""id_vendita"": ""1089"", ""prezzo_unitario"": null, ""quantita"": ""6""}"
bronze_vendite_raw,1102,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""01-06-2024"", ""id_cliente"": ""98"", ""id_farmacia"": ""2"", ""id_prodotto"": ""28"", ""id_vendita"": ""1102"", ""prezzo_unitario"": null, ""quantita"": ""8""}"
bronze_vendite_raw,1116,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""03-10-2023"", ""id_cliente"": ""44"", ""id_farmacia"": ""4"", ""id_prodotto"": ""14"", ""id_vendita"": ""1116"", ""prezzo_unitario"": null, ""quantita"": ""5""}"
bronze_vendite_raw,1126,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""2023-04-13"", ""id_cliente"": ""32"", ""id_farmacia"": ""4"", ""id_prodotto"": ""30"", ""id_vendita"": ""1126"", ""prezzo_unitario"": null, ""quantita"": ""3""}"
bronze_vendite_raw,1128,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""11/06/2024"", ""id_cliente"": ""93"", ""id_farmacia"": ""1"", ""id_prodotto"": ""13"", ""id_vendita"": ""1128"", ""prezzo_unitario"": null, ""quantita"": ""6""}"
bronze_vendite_raw,1148,id_prodotto,prodotto assente da silver_prodotti: 13,"{""data"": ""17-10-2023"", ""id_cliente"": ""149"", ""id_farmacia"": ""5"", ""id_prodotto"": ""13"", ""id_vendita"": ""1148"", ""prezzo_unitario"": ""14.29"", ""quantita"": ""7""}"
bronze_vendite_raw,1170,id_prodotto,prodotto assente da silver_prodotti: 5,"{""data"": ""2024-07-02"", ""id_cliente"": ""166"", ""id_farmacia"": ""3"", ""id_prodotto"": ""5"", ""id_vendita"": ""1170"", ""prezzo_unitario"": ""23.42"", ""quantita"": ""4""}"
bronze_vendite_raw,1185,prezzo_unitario,campo obbligatorio mancante,"{""data"": ""11-06-2024"", ""id_cliente"": ""49"", ""id_farmacia"": ""1"", ""id_prodotto"": ""35"", ""id_vendita"": ""1185"", ""prezzo_unitario"": null, ""quantita"": ""7""}"
