id_fatto,id_tempo,id_prodotto,id_farmacia,id_cliente,quantita,prezzo_unitario,fatturato,margine
126,20230216,9,3,132,8,7.66,61.28,34.96
127,20230524,40,3,77,3,25.43,76.29,42.51
128,20240830,33,5,122,9,23.39,210.51,45.09
129,20230118,22,1,186,7,32.28,225.96,130.55
130,20241205,2,5,199,8,26.91,215.28,182.64
131,20240815,15,1,185,10,21.92,219.20,135.70
132,20240926,10,2,49,1,28.62,28.62,13.62
133,20230120,21,4,129,3,9.75,29.25,21.09
134,20240918,4,2,170,9,14.35,129.15,31.50
135,20240504,25,3,140,3,22.26,66.78,50.10
136,20231229,17,5,143,8,11.37,90.96,-28.96
137,20231102,20,3,123,4,20.58,82.32,15.52
138,20231224,18,3,102,2,22.64,45.28,5.66
139,20231220,19,1,114,5,5.00,25.00,-12.50
140,20241102,31,2,144,4,12.30,49.20,21.48
141,20241213,9,1,13,10,11.09,110.90,78.00
142,20241116,15,2,121,1,14.55,14.55,6.20
143,20230413,9,1,168,9,8.00,72.00,42.39
144,20240502,13,3,197,6,4.25,25.50,-10.08
145,20230402,37,2,10,9,34.31,308.79,255.42
146,20230629,12,1,192,7,9.08,63.56,28.14
147,20231024,1,3,86,10,37.28,372.80,337.20
148,20231019,35,5,130,8,7.10,56.80,-35.04
149,20240424,13,1,66,6,19.44,116.64,81.06
150,20230710,22,3,157,10,9.34,93.40,-42.90
151,20241016,28,5,48,6,27.43,164.58,113.22
152,20230524,21,2,193,1,10.95,10.95,8.23
153,20231001,20,5,168,10,37.52,375.20,208.20
154,20240104,16,1,176,2,8.07,16.14,-21.52
155,20240529,20,1,35,5,10.39,51.95,-31.55
156,20240504,30,5,121,6,22.87,137.22,30.00
157,20240704,14,2,115,10,5.11,51.10,-15.30
158,20240624,24,1,130,10,33.49,334.90,211.80
159,20230727,35,2,30,3,21.77,65.31,30.87
160,20241127,38,4,15,2,18.93,37.86,7.78
161,20240409,33,4,173,8,23.23,185.84,38.80
162,20231112,2,4,149,5,30.34,151.70,131.30
163,20230316,28,3,18,2,4.29,8.58,-8.54
164,20240428,19,4,187,3,31.10,93.30,70.80
165,20241023,24,4,97,8,36.46,291.68,193.20
166,20230324,35,2,101,6,39.73,238.38,169.50
167,20240625,15,1,185,1,19.59,19.59,11.24
168,20240711,35,4,71,4,15.15,60.60,14.68
169,20230713,8,1,5,7,37.58,263.06,128.59
170,20230904,5,1,181,10,24.72,247.20,112.00
171,20230219,3,4,199,8,10.26,82.08,7.60
172,20230227,33,3,82,4,29.80,119.20,45.68
173,20240814,21,2,134,5,39.46,197.30,183.70
174,20230815,20,3,189,1,24.48,24.48,7.78
175,20230629,28,5,165,8,15.09,120.72,52.24
176,20241118,34,3,48,7,13.40,93.80,17.57
177,20240704,16,2,119,5,7.49,37.45,-56.70
178,20230301,27,4,66,9,16.76,150.84,110.70
179,20230728,6,4,49,6,29.53,177.18,102.78
180,20230222,25,5,195,10,4.77,47.70,-7.90
181,20240824,36,2,78,8,36.47,291.76,231.76
182,20230116,13,1,181,8,28.43,227.44,180.00
183,20230729,16,5,137,6,16.47,98.82,-14.16
184,20241026,20,3,26,6,20.90,125.40,25.20
185,20240425,14,3,57,6,23.38,140.28,100.44
186,20230530,17,5,40,10,17.87,178.70,28.80
187,20230720,15,4,168,10,20.97,209.70,126.20
188,20241202,17,4,91,8,29.85,238.80,118.88
189,20230623,35,4,165,3,22.60,67.80,33.36
190,20230302,3,1,162,1,17.67,17.67,8.36
191,20230825,10,1,159,4,16.18,64.72,4.72
192,20241015,40,4,137,8,22.39,179.12,89.04
193,20240718,1,1,74,9,22.36,201.24,169.20
194,20230118,28,2,62,2,21.93,43.86,26.74
195,20230716,34,3,96,6,17.08,102.48,37.14
196,20240220,37,2,21,4,33.47,133.88,110.16
197,20241031,3,1,15,7,23.00,161.00,95.83
198,20241014,11,1,85,8,26.51,212.08,118.40
199,20240802,34,1,146,4,34.99,139.96,96.40
200,20240501,3,1,9,5,23.41,117.05,70.50
201,20230703,2,2,102,10,33.19,331.90,291.10
202,20230320,11,5,174,4,34.28,137.12,90.28
203,20240707,25,2,14,2,39.02,78.04,66.92
204,20230411,15,1,153,6,25.33,151.98,101.88
205,20240211,2,3,97,8,15.52,124.16,91.52
206,20240318,38,4,64,2,13.22,26.44,-3.64
207,20241231,6,3,40,3,31.79,95.37,58.17
208,20240203,24,1,79,2,29.14,58.28,33.66
209,20240331,18,1,143,3,18.38,55.14,-4.29
210,20240722,27,1,153,1,23.06,23.06,18.60
211,20240904,25,1,186,5,31.61,158.05,130.25
212,20240726,37,5,69,3,8.44,25.32,7.53
213,20231105,32,2,77,2,12.49,24.98,-10.42
214,20240510,24,3,158,4,20.84,83.36,34.12
215,20230720,7,2,102,5,23.68,118.40,46.30
216,20231207,25,3,167,8,32.99,263.92,219.44
217,20240831,20,3,81,10,9.63,96.30,-70.70
218,20230701,21,3,84,8,31.72,253.76,232.00
219,20240121,26,3,140,2,9.59,19.18,-11.78
220,20230704,36,1,75,8,9.97,79.76,19.76
221,20241210,27,4,169,3,11.20,33.60,20.22
222,20230607,28,4,150,2,24.72,49.44,32.32
223,20240215,33,4,180,9,38.80,349.20,183.78
224,20240703,6,1,166,4,15.49,61.96,12.36
225,20240919,37,4,3,6,18.36,110.16,74.58
226,20230411,15,5,57,9,28.13,253.17,178.02
227,20240401,26,4,7,10,7.73,77.30,-77.50
228,20240509,19,4,37,2,37.75,75.50,60.50
229,20231223,22,4,25,4,15.24,60.96,6.44
230,20240324,29,3,30,2,32.79,65.58,30.74
231,20230124,7,2,85,4,22.97,91.88,34.20
232,20240727,30,2,169,7,9.08,63.56,-61.53
233,20240318,2,5,2,4,18.32,73.28,56.96
234,20241222,14,3,138,2,32.38,64.76,51.48
235,20230711,21,2,126,8,27.49,219.92,198.16
236,20240624,21,5,90,7,24.31,170.17,151.13
237,20231227,40,2,173,5,24.43,122.15,65.85
238,20230518,8,2,37,5,16.19,80.95,-15.10
239,20240607,27,5,125,3,18.08,54.24,40.86
240,20241012,12,5,81,3,7.33,21.99,6.81
241,20240406,4,3,99,1,9.41,9.41,-1.44
242,20240729,32,4,126,8,33.92,271.36,129.76
243,20230621,37,1,138,4,12.44,49.76,26.04
244,20231023,30,5,30,8,6.30,50.40,-92.56
245,20231002,24,5,56,1,18.77,18.77,6.46
246,20240311,16,3,23,1,15.25,15.25,-3.58
247,20240325,16,2,157,10,34.72,347.20,158.90
248,20241009,11,5,16,3,32.91,98.73,63.60
249,20240806,35,3,181,10,14.30,143.00,28.20
250,20231027,37,3,25,9,27.81,250.29,196.92
251,20230519,4,3,38,3,7.04,21.12,-11.43
252,20241229,16,4,161,8,26.03,208.24,57.60
253,20240229,29,1,178,2,30.49,60.98,26.14
254,20240113,32,3,199,10,27.30,273.00,96.00
255,20230406,30,3,110,2,17.11,34.22,-1.52
256,20230805,18,3,145,5,23.96,119.80,20.75
257,20240511,4,1,5,2,33.79,67.58,45.88
258,20230508,29,4,177,1,18.26,18.26,0.84
259,20230516,20,2,22,5,15.70,78.50,-5.00
260,20240116,11,1,194,7,29.59,207.13,125.16
261,20230828,6,1,152,1,4.96,4.96,-7.44
262,20230820,29,1,109,1,33.05,33.05,15.63
263,20241211,31,1,27,4,29.77,119.08,91.36
264,20230416,24,3,35,3,32.91,98.73,61.80
265,20241018,10,1,43,9,25.19,226.71,91.71
266,20240326,14,2,56,7,18.81,131.67,85.19
267,20230330,9,1,110,10,15.36,153.60,120.70
268,20231119,16,3,185,2,24.84,49.68,12.02
269,20240914,2,3,192,4,21.36,85.44,69.12
270,20240206,4,2,164,8,11.16,89.28,2.48
271,20240831,34,1,146,6,7.02,42.12,-23.22
272,20240306,35,2,5,8,31.27,250.16,158.32
273,20240824,1,3,102,4,4.30,17.20,2.96
274,20240602,33,4,138,7,5.13,35.91,-92.75
275,20240704,10,3,53,2,21.43,42.86,12.86
276,20230609,21,4,175,10,33.71,337.10,309.90
277,20241020,20,4,112,4,5.28,21.12,-45.68
278,20230429,40,5,190,1,30.18,30.18,18.92
279,20230629,1,2,134,1,38.21,38.21,34.65
280,20240613,17,2,69,6,31.68,190.08,100.14
281,20230501,22,4,148,5,11.99,59.95,-8.20
282,20241004,32,4,146,9,20.99,188.91,29.61
283,20230620,11,3,30,2,27.62,55.24,31.82
284,20230822,33,1,12,1,2.47,2.47,-15.91
285,20240428,25,2,142,3,34.58,103.74,87.06
286,20241102,15,3,70,4,29.37,117.48,84.08
287,20230321,24,1,58,9,4.00,36.00,-74.79
288,20240612,26,1,80,8,31.39,251.12,127.28
289,20231202,36,4,78,1,13.08,13.08,5.58
290,20240929,30,3,199,10,39.92,399.20,220.50
291,20230720,35,2,105,3,25.40,76.20,41.76
292,20230125,35,3,169,1,2.06,2.06,-9.42
293,20240121,20,1,126,4,11.05,44.20,-22.60
294,20230303,18,1,134,1,36.10,36.10,16.29
295,20240227,24,4,164,2,21.21,42.42,17.80
296,20240208,38,5,61,1,38.64,38.64,23.60
297,20231026,21,4,20,6,12.33,73.98,57.66
298,20230727,38,1,81,3,19.08,57.24,12.12
299,20240221,35,3,31,4,19.61,78.44,32.52
300,20230403,20,5,38,1,34.55,34.55,17.85
301,20230404,16,3,67,7,27.73,194.11,62.30
302,20230628,26,4,119,9,11.49,103.41,-35.91
303,20230415,8,1,34,1,39.34,39.34,20.13
304,20230722,24,1,20,10,36.86,368.60,245.50
305,20230123,13,4,85,3,34.20,102.60,84.81
306,20230506,30,1,186,3,18.46,55.38,1.77
307,20240209,2,4,48,7,10.16,71.12,42.56
308,20231009,29,2,166,1,25.45,25.45,8.03
309,20231030,27,5,36,8,12.63,101.04,65.36
310,20240305,34,2,183,9,39.60,356.40,258.39
311,20240103,35,4,100,6,21.09,126.54,57.66
312,20231004,2,3,200,10,36.04,360.40,319.60
313,20231015,31,5,41,6,39.99,239.94,198.36
314,20230413,16,3,15,9,36.86,331.74,162.27
315,20230813,25,3,189,3,24.52,73.56,56.88
316,20241215,38,1,145,6,23.42,140.52,50.28
317,20230712,35,3,60,3,5.43,16.29,-18.15
318,20240908,2,5,158,8,5.44,43.52,10.88
319,20230726,22,2,181,6,7.61,45.66,-36.12
320,20230526,34,3,102,2,37.79,75.58,53.80
321,20240823,22,3,112,6,7.99,47.94,-33.84
322,20241016,21,2,92,9,37.30,335.70,311.22
323,20230817,38,2,33,7,28.16,197.12,91.84
324,20230701,1,5,146,7,31.29,219.03,194.11
325,20230203,39,3,128,10,23.49,234.90,97.80
326,20230525,5,2,23,6,8.38,50.28,-30.84
327,20241226,22,4,18,1,11.48,11.48,-2.15
328,20231225,7,1,43,1,29.84,29.84,15.42
329,20240228,25,3,148,9,33.49,301.41,251.37
330,20241028,15,2,76,8,34.14,273.12,206.32
331,20230121,17,1,42,2,35.74,71.48,41.50
332,20230318,6,3,181,10,35.94,359.40,235.40
333,20230201,11,5,53,7,5.85,40.95,-41.02
334,20230714,36,5,25,5,13.30,66.50,29.00
335,20230220,37,5,110,8,15.71,125.68,78.24
336,20230331,39,4,164,4,9.86,39.44,-15.40
337,20231026,31,1,170,5,19.90,99.50,64.85
338,20230929,35,4,48,3,16.49,49.47,15.03
339,20240401,17,4,145,8,33.81,270.48,150.56
340,20230305,7,1,194,6,17.73,106.38,19.86
341,20240826,36,1,138,7,17.91,125.37,72.87
342,20241204,37,2,183,8,17.00,136.00,88.56
343,20230205,37,5,31,10,25.57,255.70,196.40
344,20240404,11,2,175,4,18.09,72.36,25.52
345,20240321,10,5,18,5,29.63,148.15,73.15
346,20230331,36,4,118,9,12.50,112.50,45.00
347,20230113,40,5,39,9,6.28,56.52,-44.82
348,20230601,38,5,26,2,23.38,46.76,16.68
349,20231020,23,4,156,5,20.45,102.25,70.25
350,20240429,12,3,178,7,25.13,175.91,140.49
351,20240216,26,3,69,4,20.06,80.24,18.32
352,20240117,22,3,179,5,20.68,103.40,35.25
353,20241202,15,2,83,5,18.84,94.20,52.45
354,20231003,27,5,105,2,10.03,20.06,11.14
355,20240511,24,1,182,9,4.49,40.41,-70.38
356,20240602,9,5,50,10,7.57,75.70,42.80
357,20230725,16,1,51,8,15.69,125.52,-25.12
358,20231008,30,5,8,7,6.71,46.97,-78.12
359,20230905,32,5,151,8,35.08,280.64,139.04
360,20240718,23,2,73,5,28.18,140.90,108.90
361,20230129,4,2,57,10,10.14,101.40,-7.10
362,20241024,14,3,197,7,34.86,244.02,197.54
363,20241129,31,2,65,3,2.32,6.96,-13.83
364,20240914,18,4,56,7,19.44,136.08,-2.59
365,20240422,34,5,170,7,2.28,15.96,-60.27
366,20240119,39,5,17,5,6.11,30.55,-38.00
367,20231211,21,3,167,5,38.18,190.90,177.30
368,20231102,10,5,154,4,32.61,130.44,70.44
369,20240218,21,2,67,1,39.90,39.90,37.18
370,20240304,25,1,49,10,23.74,237.40,181.80
371,20231218,15,5,130,8,27.53,220.24,153.44
372,20231104,36,2,67,5,6.86,34.30,-3.20
373,20240726,22,1,79,4,30.28,121.12,66.60
374,20240306,24,3,121,10,34.35,343.50,220.40
375,20230224,38,5,129,10,35.80,358.00,207.60
376,20230503,25,5,39,5,35.09,175.45,147.65
377,20230521,22,4,37,10,39.49,394.90,258.60
378,20231120,12,1,81,8,39.49,315.92,275.44
379,20241011,1,4,148,5,31.39,156.95,139.15
380,20230612,6,2,110,10,18.32,183.20,59.20
381,20240503,1,1,4,9,16.18,145.62,113.58
382,20231126,13,1,178,1,11.46,11.46,5.53
383,20231219,9,1,17,7,13.63,95.41,72.38
384,20230216,19,4,176,9,14.84,133.56,66.06
385,20230518,32,3,104,4,36.46,145.84,75.04
386,20230120,15,2,44,4,24.41,97.64,64.24
387,20230507,3,4,153,5,25.68,128.40,81.85
388,20230219,7,1,98,1,17.84,17.84,3.42
389,20230507,17,4,3,3,28.06,84.18,39.21
390,20231105,7,5,108,5,28.63,143.15,71.05
391,20230418,40,1,51,5,6.04,30.20,-26.10
392,20240915,17,5,42,4,17.57,70.28,10.32
393,20230210,32,2,172,8,2.10,16.80,-124.80
394,20230402,37,4,20,3,31.62,94.86,77.07
395,20230414,15,4,45,5,3.90,19.50,-22.25
396,20230210,24,3,195,7,5.61,39.27,-46.90
397,20230216,9,2,160,6,18.63,111.78,92.04
398,20231002,6,3,117,6,17.23,103.38,28.98
399,20231006,31,4,16,3,28.45,85.35,64.56
400,20230613,27,5,47,8,27.78,222.24,186.56
401,20240917,23,5,187,1,35.44,35.44,29.04
402,20230514,32,1,168,7,4.41,30.87,-93.03
403,20231118,34,5,87,10,38.32,383.20,274.30
404,20240615,40,1,89,7,11.45,80.15,1.33
405,20241110,25,2,3,9,25.29,227.61,177.57
406,20241020,33,4,126,8,4.84,38.72,-108.32
407,20231125,22,3,97,1,22.92,22.92,9.29
408,20240217,6,4,128,8,19.03,152.24,53.04
409,20240402,8,4,143,1,17.67,17.67,-1.54
410,20240716,6,5,144,10,35.82,358.20,234.20
411,20230731,30,3,117,6,33.03,198.18,90.96
412,20231206,40,5,116,8,15.81,126.48,36.40
413,20230427,15,1,75,6,26.08,156.48,106.38
414,20240714,24,1,184,1,20.71,20.71,8.40
415,20240224,17,5,101,4,37.35,149.40,89.44
416,20230809,13,3,163,2,3.77,7.54,-4.32
417,20241119,8,4,35,8,38.34,306.72,153.04
418,20240525,34,1,124,9,33.88,304.92,206.91
419,20240604,38,2,156,3,26.99,80.97,35.85
420,20231126,25,4,71,10,30.97,309.70,254.10
421,20240212,19,4,192,3,24.90,74.70,52.20
422,20240608,36,3,160,9,9.63,86.67,19.17
423,20231025,23,2,83,3,28.38,85.14,65.94
424,20241228,23,5,182,8,37.82,302.56,251.36
425,20240303,35,3,7,7,21.86,153.02,72.66
426,20240126,4,1,74,4,31.85,127.40,84.00
427,20241130,10,1,92,5,22.56,112.80,37.80
428,20240408,40,5,61,4,23.33,93.32,48.28
429,20240607,19,1,176,7,38.35,268.45,215.95
430,20231117,4,1,114,5,35.02,175.10,120.85
431,20230819,24,5,186,9,9.47,85.23,-25.56
432,20230718,29,2,132,2,8.60,17.20,-17.64
433,20230503,3,4,150,5,6.94,34.70,-11.85
434,20230919,22,4,153,3,37.29,111.87,70.98
435,20230222,40,3,19,8,22.91,183.28,93.20
436,20241225,34,2,41,3,31.88,95.64,62.97
437,20240301,35,4,170,2,35.57,71.14,48.18
438,20231206,24,3,122,4,25.49,101.96,52.72
439,20240728,1,1,158,6,36.37,218.22,196.86
440,20240928,3,3,99,7,37.91,265.37,200.20
441,20230920,19,1,131,9,16.25,146.25,78.75
442,20240401,3,3,25,4,5.13,20.52,-16.72
443,20230621,35,1,55,2,25.92,51.84,28.88
444,20241202,7,2,190,9,35.39,318.51,188.73
445,20240321,5,2,23,1,14.61,14.61,1.09
446,20230317,12,3,67,9,33.22,298.98,253.44
447,20240222,29,4,31,7,16.80,117.60,-4.34
448,20240701,40,1,92,10,34.23,342.30,229.70
449,20240529,19,3,113,10,31.08,310.80,235.80
450,20240126,2,4,101,3,7.18,21.54,9.30
451,20240712,10,3,143,6,2.42,14.52,-75.48
452,20230525,3,1,22,10,22.41,224.10,131.00
453,20231109,23,2,37,7,34.36,240.52,195.72
454,20230614,15,5,146,5,8.89,44.45,2.70
455,20230225,30,5,26,2,4.56,9.12,-26.62
456,20230722,38,4,61,6,27.51,165.06,74.82
457,20230413,40,1,158,4,19.12,76.48,31.44
458,20241106,38,2,110,10,32.69,326.90,176.50
459,20230622,21,2,71,4,26.35,105.40,94.52
460,20240104,22,4,125,8,31.44,251.52,142.48
461,20240718,12,5,36,2,34.63,69.26,59.14
462,20240705,17,1,162,2,34.28,68.56,38.58
463,20230201,38,4,67,10,3.39,33.90,-116.50
464,20240710,31,2,151,6,35.87,215.22,173.64
465,20231025,30,5,3,9,15.83,142.47,-18.36
466,20241109,40,2,145,9,8.05,72.45,-28.89
467,20240802,10,4,60,6,30.94,185.64,95.64
468,20230306,24,2,93,1,21.68,21.68,9.37
469,20240202,30,1,181,1,14.31,14.31,-3.56
470,20240617,18,3,168,10,8.61,86.10,-112.00
471,20240123,38,1,58,9,38.96,350.64,215.28
472,20240612,23,3,2,8,35.71,285.68,234.48
473,20240528,29,2,55,4,26.45,105.80,36.12
474,20230603,11,3,59,10,6.50,65.00,-52.10
475,20240229,8,4,166,8,24.45,195.60,41.92
476,20240225,16,1,162,3,8.12,24.36,-32.13
477,20240608,37,2,133,1,37.05,37.05,31.12
478,20240220,37,1,156,5,10.23,51.15,21.50
479,20240427,11,2,197,7,32.20,225.40,143.43
480,20230706,33,3,117,3,15.02,45.06,-10.08
481,20240902,5,2,52,7,6.13,42.91,-51.73
482,20240619,27,2,158,10,20.08,200.80,156.20
483,20240906,35,5,155,2,27.06,54.12,31.16
484,20240706,28,5,136,7,3.65,25.55,-34.37
485,20240315,31,4,195,6,30.17,181.02,139.44
486,20241214,7,4,22,3,31.10,93.30,50.04
487,20231018,35,4,2,5,28.95,144.75,87.35
488,20240814,8,5,81,1,9.81,9.81,-9.40
489,20240223,7,2,138,7,11.64,81.48,-19.46
490,20240309,24,5,53,5,17.10,85.50,23.95
491,20240228,36,4,65,3,23.09,69.27,46.77
492,20231111,23,4,192,3,27.05,81.15,61.95
493,20230824,11,1,141,4,31.87,127.48,80.64
494,20240920,4,2,24,7,2.20,15.40,-60.55
495,20230529,39,4,21,2,10.43,20.86,-6.56
496,20240915,25,4,153,10,12.89,128.90,73.30
497,20230228,32,4,133,1,26.96,26.96,9.26
498,20231020,3,5,44,9,10.80,97.20,13.41
499,20241121,24,2,71,1,5.30,5.30,-7.01
500,20240214,26,4,181,10,2.58,25.80,-129.00
501,20230312,36,3,71,9,15.23,137.07,69.57
502,20230820,13,4,105,7,11.92,83.44,41.93
503,20240602,36,1,132,9,37.99,341.91,274.41
504,20230921,37,3,198,8,23.40,187.20,139.76
505,20230907,30,4,67,10,20.31,203.10,24.40
506,20230311,15,2,138,6,15.42,92.52,42.42
507,20230110,17,2,88,5,27.60,138.00,63.05
508,20230319,12,4,69,6,35.98,215.88,185.52
509,20230707,13,4,68,4,11.20,44.80,21.08
510,20230731,13,2,31,10,31.60,316.00,256.70
511,20230322,32,5,11,1,22.58,22.58,4.88
512,20240508,40,3,148,8,35.48,283.84,193.76
513,20231009,12,5,33,5,30.51,152.55,127.25
514,20230225,28,4,176,9,15.20,136.80,59.76
515,20230628,8,5,173,8,2.32,18.56,-135.12
516,20230804,38,1,48,6,34.75,208.50,118.26
517,20240715,16,3,48,8,15.04,120.32,-30.32
518,20240525,14,4,116,6,17.22,103.32,63.48
519,20230704,9,5,61,4,29.39,117.56,104.40
520,20240722,25,2,122,3,30.06,90.18,73.50
521,20230110,27,4,133,3,34.28,102.84,89.46
522,20240630,21,4,13,5,34.62,173.10,159.50
523,20240212,11,1,162,4,20.11,80.44,33.60
524,20230409,22,3,66,6,23.18,139.08,57.30
525,20231219,27,1,51,6,38.60,231.60,204.84
526,20240813,35,2,125,5,27.58,137.90,80.50
527,20240402,25,5,43,5,38.35,191.75,163.95
528,20241017,27,5,21,10,36.47,364.70,320.10
529,20230615,15,3,155,6,29.00,174.00,123.90
